1diena	pirmdiena
apskaits	aprēķins,rēķins
apskalāt	noskalot
apskalot-1	apmazgāt,ierobežot,apņemt
apskambāt	apskaldīt,apskrambāt,ievainot,apdauzīt,sabojāt
apskapstēt	apsūbēt
apskarāties	apdriskāties
apskaris	apskrandis
apskārst	apjaust,aptvert
apskate	apskatīšana
apskatība	apdomība,piesardzība
apskatīt	aplūkot
apskatīties	apskatīt,paraudzīties
apskaust	iznīcināt
apskaustīt	apkaustīt,apkalt
apskaut	apņemt,aptvert,pārņemt
apskauties	apskaut
apskave	ietvars
apskāviens	skavas
apskolot-1	paskolot
apskolot-2	apburt
apskrabināt	apskrubināt
apskrabinēt	apskrubināt
apskraidelēt	apskraidīt
apskraidīt	apmeklēt
apskrandāties	apdriskāties
apskrandējis	apskrandis,noskrandis,skrandains
apskrandis	apskrandojis
apskrandojis	apskrandis
apskrandoties	apdriskāties
apskrapstēt	apsūbēt
apskriet	noskriet,apmeklēt
apskrīpāt	apskrāpēt
apskrubīt	apskrubināt
apskulbināt	apzvanīt
apskumdināšana	skumdināšana,apbēdināšana,sāpināšana
apskumdināt	apbēdināt,sāpināt
apskumjot	skumdināt,apbēdināt,sāpināt
apskundēt	nopelt,appelt
apskundiņš	nopēlums
apskunstot	apburt
apskupstēt	apskapstēt
apskupstīt	apskūpstīt
apskurbināt	apreibināt
apskurbināties	apreibināties
apskurbinošs	reibinošs
apskurbt	apreibt,sajūsmināties,aizmirsties
apskurbums	apreibums
apskūris	šķiedrains
apskust-1	apskūt,noskūt,nomizot
apskusties	apskūties,noskūties,nokasīt,norīvēt
apskūt	noskūt,apmānīt,piekrāpt
apskūties	noskūties,pievilties,apkrāpties
apslāgt	apslāpēt,nosmacēt
apslaka	apslacīšana
apslaktēt	nogalināt
apslānēt	apslānīt
apslānīt	apkarot,nonāvēt
apslapēt	apslapināt
apslāpēt	apdzēst,nodzēst,apvaldīt,apspiest,nomākt
apslapināt	saslapināt
apslāpt	noslāpt
apslaucīt	noslaucīt
apslēgt	apspiest,nomākt,iežogot
apslenderēt	izklenderēt
apslepēt	noslēpt,slēpt
apslepkavot	noslepkavot
apslēpt	paslēpt,aizsegt
apslēpties	paslēpties,noslēpties,patverties
apslīcināt	noslīcināt
apsliekāt	nosiekaloties,apsiekalot
apsliekāties	nosiekaloties
apsliekot	apslienāt,nosiekalot
apslienāt	apsiekalot
apslienāties	nosiekaloties
apslīkt	noslīkt
apslimt	saslimt
apslinkoties	apslinkt
apslist	izbeigt,mitēties,apklust,aprimt
apslodzīt	noslogot,nospiest
apslogāt	apslodzīt
apslotēt	apslokāt
apsludināt	sludināt
apsmacēt	noslāpēt
apsmacināt	noslāpēt,nosmacēt
apsmādēt	nopelt,noniecināt,nepieņemt,noraidīt
apsmakoties	apbezdēties
apsmakt	noslāpēt
apsmērēt	apziest,notraipīt
apsmērēties	aptraipīties
apsmidzināt	pārklāt
apsmieklis	apsmiekls
apsmiekls	izsmiekls
apsmiet	izzobot,izsmiet,pazemot,apkaunot,noniecināt
apsmirdēt	apsmirdināt
apsmirst	nokaitināt
apsmulēt	aptraipīt
apsmulis	netīrs
apsmullāt	apsmulēt,notašķīt
apsmuļāt	apsmulēt,notašķīt
apsmuļļāt	aptraipīt,apvārtīt
apsmurgāt	aptraipīt
apsmurgāties	apsmulēties,notašķīties
apsmurināt	apbēdināt,saskumdināt
apsmurināties	noskumt
apsnāt	apsviest,aplikt,apņemt,apstaigāt,apskriet,apiet
apsniegt	aptvert,apņemt
apsnigot	apsnigt
apsodīt	notiesāt
apsolījums	solījums
apsoļot	apstaigāt
apspaidība	spaidi
apspalēt	nocirst
apspalvojums	apmatojums
apspaļēt	apkaut
apspēlēt	pieveikt
apsperties	pārvērsties
apspēt	paspēt,spēt
apspīdēt	apmirdzēt
apspiest	nomākt,apvaldīt,aizturēt,klusināt
apspiestība	nebrīve
apspiguļot	apstarot,apspīdēt
apspīguļot	apstarot,apspīdēt
apspirdzināt	atspirdzināt
apspirināt	apspirāt
apspļaudīt	noniecināt,nozākāt
apspodrināt	apspīdēt,apmirdzēt
apspogot	samaitāt,sagandēt,izķēmot
apspožināt	apspodrināt
apspožot	apgaismot
apsprāgt	nobeigties,nomirt
apspraudīt	novietot
apspraukt	noplūkt,nolauzt
apsprauslāt	apsprauslot
apsprauslēt	apsprauslot
apspraust	novietot
apsprēdzēt	apsprādzēt
apsprēgāt	apšļakstīt
apsprēgt	apsprēgāt
apsprendzēt	piesprādzēt,apseglot
apsprēst	savērpt
apspricēt	apšļakstīt,apčurāt
apspridzināt	apslacīt,nošķiest
apspriedelēt	nokritizēt,nopaļāt
apspulgot	apgaismot
apspuris	spurains
apss	apse
apstādināt	pārtraukt,izbeigt
apstādīt	iestādīt,ietvert,norobežot,aizņemt
apstaiga	apstaigāšana
apstaigāt	apskatīt
apstāja	pārtraukums,apstāšanās
apstāji	apstātņi,apstāšanās,lēkme,liga,kaite,apstāvi,bēres
apstājš	niķīgs
apstaknīties	apstādināt
apstarot	izstarot,apspīdēt,apgaismot,apmirdzēt
apstāstīt	izklāstīt,pārstāstīt
apstāsts	izklāstījums,pārstāstījums
apstāt	apstāties,pārstāt
apstāte	atpūta
apstāties	pārtraukt,sastāties,pakavēties,uzkavēties
apstatīt	apstādīt,apaudzēt
apstātņi	apstāji
apstāvēties	sabojāties
apstāvi	apstāšanās,lēkme,liga,kaite,bēres
apstāvis	pārtraukums,pauze,apstāšanās
apstāvji	apstāja,apstāšanās
apsteigt	apdzīt-1,pārspēt,uzvarēt
apstēkāt	aptēst
apstellēt	pasūtināt
apstemēt	nosmērēties
apstērķēt	nopērt
apstiept	nostiept,izstiept
apstigot	ietvert,apņemt
apstigt	iestigt
apstikmīties	pārtraukt,beigt
apstiknēt	pārtraukt,beigt
apstiknīties	pārstāt,mitēties,apstāties
apstingt	sastingt,apsalt
apstīpāt	apstīpot
apstīpot	apņemt,nostiprināt
apstipr.	apstiprinājums
apstiprināt	pievienoties
apstiprot	apstiprināt
apstipt	notirpt
apstirpt	augt,izaugt,pastiepties
apstobris	apvalks
apstomot	apmulsināt,apstulbināt
apstopēt	apstāties,apstādināt
apstr.	apstrāde
apstrād.	apstrādājums
apstrādājums	apstrāde
apstrādāt	apkopot,analizēt,izstrādāt,izveidot,tīrīt,izlabot,apgrauzt,apknābāt
apstrāde	apstrādāšana
apstrakavāt	apdrošināt
apstrāvot	apņemt,aptvert,pārņemt
apstrāzdāt	apstrādāt
apstrēbt	izstrēbt
apstreijāt	apkaisīt
apstriept	apstrīpāt
apstrigt	iegrimt,nogrimt
apstrupināt	saīsināt
apstrust	apdilt
apstruvēt	applekšēt,appūznīt
apstuidīt	samulsināt
apstuja	nespēks,vājums
apstūkņīties	satuntuļoties,ietīstīties
apstulbināt	apžilbināt
apstulbot	apmulsināt,apmāt,apžilbināt
apstulbt	apžilbt
Apsū	Abzu
Apsu	Apsū,Abzu
apsūbēt	novecoties
apsūdāt	apmēslot
apsūdot	apmēslot
apsūdzamais	apsūdzētais
apsūdzēt	nosūdzēt
apsukāt	apgrābt,apskriet
apsūkāt	nosūkāt
apsukt	apvīt
apsukties	apgriezties
apsuķēties	apbezdēties
apsulājis	apsājs
apsūlāt	strutot,pūžņot
apsuļļāt	nosmērēt
apsumināt	apsveikt,sveikt
apsumināties	sasveicināties
apsuņot	nolamāt
apsūpēt	apsūbēt
apsuškāt	apsmērēt
apsuškāties	nosmērēties
apsūtījums	pasūtījums
apsutināt	apsautēt
apsūtīt	aplaist,aizsūtīt,pasūtināt,izziņot
apsvaidīgs	izveicīgs,veikls,manīgs
apsvaidīt	apziest,apslacīt,ieziest,apmētāt,apsmērēt
apsvaidīties	apziesties,ieziesties
apsvainoties	apprecēties,saradoties
apsveicēja	apsveicējs
apsveicinājums	sveiciens,sveicinājums
apsveicināt	sveicināt
apsveicināties	sasveicināties
apsveikt	sveicināt
apsvēpēt	apdūmot
apsvēpēties	apdūmoties
apsvēpt	apdūmot
apsvērt	pārdomāt
apsvētīt	nolamāt
apsviedeniski	atmuguriski,atpakaļ
apsviedīgs	ātrs,veikls,izdarīgs
apsviedrēt	nosvīst
apsviedrēties	nosvīst
apsviest	apmest,apgāzt
apsviesties	apgāzties
apsviķoties	apdzerties
apsvildināt	apsvilināt
apsvilināt	apraut
apsvilpēt	izsvilpt
apsvilt	apgruzdēt
apsvīnīt	apbružāt
apsvīnīties	apsvīst,apsūbēt
apsvīst	aprasot
apsvītrāt	sasvītrot
apš	apakš,zem,apakšā
āpša	āpsis
apšājs	apsājs
apšālējums	apšuvums
apšancēt	piemuļķot,apkrāpt,uzveikt,pieveikt
apšaubāms	šaubīgs
apšaude	apšaudīšana,apšaudīšanās
apšaulis	nejēga
apšaust	apsegt,pārklāt,aptīt
apšausties	apsegties
apšaut	nošaut
apšauties	nošauties,pārvilkties
apšebēties	apšķebēties
apšebināt	apšķebināt
āpšis	āpsis
apšķārdīt	apšķaidīt
apšķaudēt	apšķaudīt
apšķebēt	apšķebināt
apšķebēties	apšķebināt
apšķebinājums	nelabums
apšķelmēt	savainot
apšķendēties	izķēmoties
apšķerbināt	apšķebināt
apšķerbināties	apšķebināties
apšķērēt	apgriezt
apšķermīties	sadusmoties,saīgt
apšķibēt	apšķebēt
apšķibināt	apšķebināt
apšķibīt	applūkt,apraut,apgriezt,aplauzīt
apšķibot	apcirst,apšķibināt
apšķiebt	pievilt,apmānīt
apšķinķot	apdāvināt
apšķiņķāt	apdāvināt
apšķiņķēt	apdāvināt
apšķipelēt	apšķūrēt,apraust
apšķirt	apgriezt,pāršķirt
apšķīst	nozibēt,nomirdzēt
apšķubīt	apšķibīt
apšķupelēt	apraust
apšķūrēties	uzkopt,sakārtot
apšļacināt	apšļakstīt,apslacīt,apskalot
apšļakāt	apslacīt
apšļankāt	apskalot
apšļaupt	nošļaupt
apšļiekāt	apslienāt,nosiekalot
apšļircināt	apslacīt,apšļakstināt
apšļukt	nošļukt,nobrukt
apšļuncināt	apšķiest
apšmaukt	apkrāpt,piekrāpt
apšmucēties	aptraipīties,notraipīties
apšmucināt	applaucēt
apšmukt-2	applukt
apšmulēt	apsmulēt
apšmulīt	apsmulēt
apšmuņķēt	apsmulēt
apšmurgulēt	apsmurgāt
apšņākt	apmānīt,apkrāpt
apšņākts	dumjš,muļķīgs
apšņāpt	samazināt
apšņurkāt	apbružāt
apšpļaudīt	apspļaudīt
apšpļaut	apspļaut
apštempelēt	apzīmogot
apštopēties	apstāties
apštukot	apdomāt,pārdomāt
apšūdināt	iešūdināt
apšulājs	apsājs
apšūmēt	apmānīt
apšūnis	apšķūnis
apšūpāt	ieaijāt
apšurcis	panīcis
apšūstīt	apvīlēt,apšūt
apšutains	ļaunprātīgs,viltīgs,blēdīgs,brāzmains
apšutām	apsitām
apšuva	apšuvums
apšuve	apmale,apšuvums
apšvīkāt	sasvītrot
apšvilpt	apsvilpt
aptābināt	piekrāpt
aptaisināt	apbalzīt
aptaisīt-1	izveidot,norobežot
aptaisīt-2	izjokot,izmuļķot,apvainot,nomelnot,noniecināt
aptaišķīt	apsmērēt,apsmulēt
aptakserēt	novērtēt
aptalzīt	apdauzīt
aptamborēt	apmānīt,apkrāpt
aptaprināt	apliecināt
aptapt	aptikt
aptāst	applēst
aptastīt	aptēst
aptaštinēt	aptēst
aptauce	aptaukošanās
aptauja	aptaujāšana,iztaujāšana,izvaicāšana
aptaujāties	apjautāties,apvaicāties
aptaukot	notaukot
aptaukstīt	aptaustīt
aptaukšķēt	grauzdēt
aptauņāt	apaut
aptaurēt	apskandināt
aptaurēts	muļķīgs,dumjš,neapdomīgs
aptauzēt	apēst
aptecēt-1	aplīt,paiet
aptecēt-2	apkopt,aprūpēt,apkalpot
aptecēt-3	apaugļoties,apvaisloties
aptecināt-1	notecināt
aptecināt-2	apvirpot
aptēgāties	apjautāties
apteikt	apjautāt
apteka-1	aptieka
aptekalēt	aptekāt
aptekāt	apkalpot,iztapt
apteksne	mājkalpotāja,oficiante
aptēķeris	aptieka
aptelzt	izšķiest,izšķērdēt
aptemburkavāt	aptamborēt
aptempt	iztempt,izdzert
aptepēt	apsmērēt
aptept	apsmērēt
aptepties	apsmērēties
aptērēt	apēst,notiesāt,sabojāt
aptērpis	apģērbs
aptērpt-1	ietērpt
aptērpt-2	briest,pampt,tūkt
aptērpties	ietērpties
apterygiformes	kiviveidīgie
apteryx	kivi
aptēsnis	brusa
aptest	aptēst
aptēt	pielāgoties,piemēroties
apticināties	pārliecināties
aptieka	aptieciņa
aptieķeris	aptiekārs
aptieķis	aptieka
aptieķnieks	aptiekārs
aptiesāt	notiesāt,apēst
aptikeris	aptiekārs
aptikerka	aptiekāre
aptīkt	apklust,norimt
aptikt	aplaisties,apcelt,pamanīt,uzzināt
aptikties	sniegties
aptilināt	izbalināt
aptimst	satumst,aptumšoties
aptīņāties	ietīties,ievīstīties
aptīpuļot	apmākties
aptīrīt	uzkopt,apzagt
aptīstīt	apņemt,aplikt
aptīt	apņemt,aplikt
aptīties	apvīties
aptraipelēt	aptraipīt,nosmērēt
aptraipīt	notraipīt,apkaunot
aptraišķīt	apsmulēt,nosmulēt,aptašķīt,notašķīt
aptraišķīties	aptašķīties,notašķīties
aptrankāt	aplēkt,apaugļot
aptraukt	noraut,nokratīt,nobirdināt,apvilkt,pārvilkt
aptrausties	aprāpot
aptreipt	apsmērēt
aptrenēt	apdēdēt,apirt
aptrenkāt	aptrenkt
aptrenkt	aptriekt
aptrepēt	apdēdēt,apdrupt
aptriekšana	apdullinājums
aptriekt	apdzīt
aptriept	aptraipīt
aptriepties	aptraipīties
aptrinkt	aptrenkt
aptropēt	aptrupēt
aptrukt	aplūzt
aptrūkt	nepietikt,pietrūkt,aprauties,pārtrūkt
aptrūkties	aptrūkt
aptrunēt	aptrupēt
aptrupēt	aptrunēt
aptrupt	aptrupēt,aptrunēt
aptrusēt	aplupt,apdrupt,appūt,apdilt
aptrust	aplupt,apdrupt,appūt,apdilt
aptucināt	aptaucēt
aptūcināt	aptucināt
aptūcīt	apbalzīt
aptūkst	aptūkt,pietūkt
aptūkt	aptaukoties
aptumsēt	satumst,sakrēslot
aptumst	aptumšoties,satumst
aptumšojums	aptumsums
aptumšot	mazināt
aptumšoties	aptumst,mazināties,zust
aptuntulēt	aptuntuļot
aptuntuļoties	aptīstīties
aptupēt	notupties
aptupēties	notupties
aptupināt	notupināt
aptupt	aptupties
aptupties	notupties,apsēsties,uzmesties
aptura	pietura
apturēt	apstādināt,pārtraukt,pieturēt,izbeigt
aptūskt	aptūkt,pietūkt
aptūšāt	aptūkt,pietūkt
aptuviena	apkārtne,apkaime
aptuviene	apkaime,apkārtne
aptuvīns	tuvīns
aptuvumis	apmēram,aptuveni
aptuvums	apkaime,apkārtne
aptvars	apveids,apkārtmērs,ietvars,aptvere
aptveicēt	sadiedzēt
aptvere	aptveršana,saprašana
aptvert	pārņemt,saprast,izprast,apņemt,aplikt,apjozt,aizņemt,uztvert
aptvīkt	aizsvīst,sadīgt
apūbēt	appelēt,pūt
apūdeņošana	irigācija
apugļams	atpakaļ,atpugļams
apuguņot	apgaismot,iluminēt
apukaļ	atpakaļ
apukaļus	atpakaļ
apukle	apkakle,ārpus
apukļam	atpakaļ
apukš	apakš
apukša	apakša
apukšā	apakšā
apukšbikses	apakšbikses
apukšbrunči	apakšsvārki
apukšējais	apakšējais
apukšmala	apakšmala
apukšstilbs	apakšstilbs
apukuļ	atpakaļ
apulbt	kontuzēt,apstulbt
apulināt	notrulināt
apuodzenis	akacis
apurbināt	apdrupināt
apurdīt	aprušināt
apuris	puduris
apuš	apakš
apušbrunči	apakšbrunči
āpušin	abpusēji
apuškā	apakšā
apuškijais	apakšējais,apakšējs
apuž-	apakš-
apuž	apakš,apakša,zem,lejpus
apužā	apakšā
apuža	apakša,pakraste,apakšējais
apužbikses	apakšbikses
apužbrunči	apakšsvārki
apužbruņči	apakšsvārki
apuždaļa	apakšdaļa
apuždrēbes	apakšveļa
apužējais	apakšējais
apužējs	apakšējs
apužkleita	apakšsvārki
apužlindraki	apakšsvārki
apužpērlis	piegulētāja
apužpus	apakšpus,lejpus,zem
apužstilbs	apakšdelms
apužsvārki	apakšsvārki
apužtasīna	apakštase
apužzeme	pazeme
apv.	apvidus
apvācināt	vāciskot
apvadāties	aplekties,pāroties
apvade-2	apvidus,apkārtne
apvagāt	izvagot
apvaicāt	apjautāt
apvaicāties	apjautāties
apvaidzēties	ievajadzēties
apvaināt	apvainot
apvainojums	sarūgtinājums,apbēdinājums
apvainot	apsūdzēt,aizskart,pazemot
apvainotība	apvainojums
apvaiņāt	apvainot
apvaiņavāt	apvainot
apvaiņot	apvainot
apvaiņoties	apvainoties
apvaislēties	apvaisloties
apvaislot	apaugļot
apvaisloties	apaugļoties
apvaisļošanās	apaugļošanās
apvaišļot	apvaislot
apvaišļoties	apvaisloties
apvajāt	appļaut
apvākas	raža
apvākāt	apvāķēt
apvākojums	apvāks
apvākot	aizvākot
apvaktēt	apsargāt
apvalda	ierobežojums,apvaldīšana
apvaldīgs	savaldīgs
apvaldīt	savaldīt,palēnināt,aizturēt
apvaldīties	savaldīties
apvaldīts	savaldīgs,nosvērts,līdzsvarots,mierīgs,nesteidzīgs
apvaldzināt	valdzināt,iepīt
apvalknis	apvalks
apvalks	pārvalks,pārklājs,čaula
apvalnis	valnis,uzbērums
apvalstīt	apvārtīt,apviļāt
apvaļāt	pieveikt,pievarēt
apvāras	putas
apvaražot	aplāpīt
apvārdāt	apvārdot
apvārdot	pierunāt,iestāstīt
apvārēt	paveikt
apvarēt	pievārēt
apvārksnis	apvārsnis
apvarošana	kaparošana
apvārsme	horizonts,apvārsnis
apvārsmot	apdzejot
apvārsnis	horizonts
apvārstīt	apvērt
apvārtīt	aptraipīt
apvārza	apvidus,apkaime,apkārtne
apvāznis	sejsegs
apvāzt	aiztaisīt
apv-ba	apvienība
apvēdināt	apņemt
apvēdīt	apvēdināt
apveids	siluets
apveikt	paveikt
apveitēt	apsutināt,apvītināt,apžāvēt
apvējot	appūst
apveķēt	apēst
apvelēt	apmazgāt
apvelt	apvārtīt,apviļāt,uzvelt
apvelties	apgāzties,uzbaroties,paaugties
apveltīt	adresēt,veltīt
apvemt	novemt
apvennēt	pārvērsties,izmainīties
apvēra	apkārtne,apvidus
apvēris	apkārtne,apvidus
apvērpt	savērpt
apvērpties	aptīties,apvīties
apvērs	apvidus
apvērst	apgriezt
apvērt	ievērt,ievilkt,aplikt
apvērte	čūla,augonis
apvērtēt	novērtēt
apvērties	apskatīties,apskatīt
apvērzt	apgriezt
apvēsināt	dzesēt,atdzesēt
apvezt	apvēzt
apvēzt	apvērst
apvids	apvidus,apgabals
apviducis	apvidus
apviedēt-2	skatīt,vērot
apvienība	organizācija,biedrība
apvienot	savienot,saistīt,saliedēt
apviesēt	apciemot,apmeklēt
apviesot	apciemot
apvietēties	apžūt
apvija	apinis
apvijs	efeja
apvīkstīt	apvīstīt
apvīlēt-1	apstrādāt
apvilka	spilvendrāna
apvilksne	riepa
apvilkt	norobežot,nožogot,uzvilkt,uzģērbt,pārvilkt,apšūt,pārklāt,aizklāt
apvilkties	apģērbties,apmākties,apžūt
apvilnīt-3	apviļāt
apvilstīt-1	apviļāt
apvilstīt-2	piemānīt,apkrāpt
apvilt	piekrāpt
apvilties	pievilties
apviļāt	apvārtīt
apviļāties	apvārtīties
apvīnis	apinis
apvīroties	apprecēties
apvirpot	apstrādāt
apvirst	apgāzties
apvirt	apvārīt,virmot,tecēt,apšļakstīt
apvirzināt	žāvēt
apvīst	apkalst,apžūt
apvīstīt	aptīt
apvīt	apņemt,aptvert
apvitēt	apbalsināt
apvīties	apņemt,apskaut
apvizēt	pārklāties,apsalt
apvizmot	apvizēt
apviznīt	apvizēt
apzāģēt	nozāģēt
apzaidīt	apsmērēt,aizziest,apmest
apzaimot	nopulgot,nozaimot
apzālēt	saindēt
apzaļot	apzaļumot
apzarknis	apzarnis
apzarnes	apzarnis
apzavēt	apburt
apzelināt	apzelēt
apzelt	sazelt
apzeltījums	zeltījums
apzeme	pazeme,apakšzeme
apzērž	ap
apzešķēt	apziesties
apzibēt	apžilbt
apzibināt	apžilbināt
apzīdināt	uzbarot,uzaudzēt
apziedināt	apdāvināt
apzieķēt	apsmērēt,notriept
apzieķēties	nosmērēties
apziest	noziest
apziesties	notriepties
apzilbēt	apžilbt
apzilinis	iezilgans
apzilt	apzilēt
apzīmējums	nosaukums
apzīmēt	saukt,dēvēt
apzīmot	apzīmēt
apzināt	uzzināt,izdibināt
apzināties	zināt
apzinība	apzinīgums
apziņa	apzināšanās,pārliecība,izjūta,izpratne
apziņģēt	apdziedāt
apziņot	paziņot,izziņot
apzīst	apzīdīt
apzīt	pazīt
apzobot	izzobot
apzūmēt	nogalināt
apzurināt	apkošļāt
apzvaidīt	apsmērēt
apzvecināt	pakratīt,papurināt
apzveibt	apreibt
apzvejot	izzvejot
apzvelties	apgāzties,apvelties
apzvērēt	apliecināt
apzviest	apziest
apzviesties	apsmērēties
apžāklis	jāšus
apžākliski	jāšus
apžākļi	jāšus
apžāksnis	jāšus
apžārben	jāteniski
apžārbens	jāteniski
apžārbiņ	jāteniski
apžārbis	jāteniski
apžārgām	jāšus
apžārgus	jāšus
apžārniskis	jāteniski
apžārns	jāteniski
apžaudēt	apžāvēt
apžaut	aizņemt,apklāt
apžavēt	apžūt
apžāvēt	apkūpināt
apžē	apžēlot
apžebēties	apšķebēties
apžebu	jāteniski
apžebus	jāteniski
apžegoties	iežagoties
apžēk	jāteniski
apžēlāt	apžēlot
apžēloties	iežēloties,apžēlot,piedot
apženīt	apprecināt
apžerbām	jāteniski
apžērbam	jāteniski
apžērbin	jāteniski
apžērbiņ	jāteniski
apžerbu	jāteniski
apžerbus	jāteniski
apžērgām	jāteniski
apžergus	jāteniski
apžibēt	apžilbt
apžibināt	apžilbināt
apžiebt	noreibt
apžilīt	apmānīt,apkrāpt
apžirbt	apžilbt
apžļāgt	apliet,apšļakstīt,apšķiest
apžļārgt	apmīzt
apžļuncināt	apskalot
apžmaugt	apžņaugt
apžmiegt	apspīlēt
apžogojums	žogs,apžogs
apžogs	žogs
apžora	rīma
apžūbēt	appelēt
apžubžņas	pelējums
apžulīt	apsūkāt,apzelēt
apžulnīt	apzelēt
apžultīt	sagandēt,samaitāt,sarūgtināt
apžurbis	piedzēries
apžurbt	piedzerties
apžūrēt-1	apliet,apdzert
apžurgt	saslimt
aq.	ūdens
aqua	ūdens
ār	ārā
Ar	argons
ār-	cits,ārējais
ar-2	arī-1
ara-2	aras
ārā	laukā,prom
āra	āriene,ārpuse
arabeske	arabeska
arābietis	arābi
arābs	arābi
arachnida	zirnekļveidīgie
arads	apcirknis
āraduris	ārdurvis
āradurvis	ārdurvis
Aragacs	Alagezs
aragula	arugula
arahīnskābe	eikozānskābe
arahiss	zemesrieksts
araiometrs	aerometrs
arājiņš	arājs
arājs	zemkopis
aramaite	aramzeme
arameņa	aramzeme
aramine	aramzeme
aramzems	aramzeme
āran	ārā
aranž.	aranžējums
aranžements	iekārtojums,ierīkojums,samierināšanās
aranžierēt	aranžēt
aranžija	aranžējums,pārlikums
araps	afērists
ārāspēlēt	izspēlēt
āraspus	ārpus
āraspuse	ārpuse
arastēt	arestēt
araštants	arestētais
ārbīlis	ārdbīlis
arbitrāža	šķīrējtiesa
arbitrio	brīvība,savvaļa
arbor	koks
arborists	kokkopis
arborizācija	zarošanās,žuburošanās
arbūze	arbūzs
arbuzis	arbūzs
arbuzs	arbūzs
arbūzs	galva,miljards
arc.	lociņš
archaebacteria	arhebaktērijas
archaiologs	arheologs
archaioloģija	arheoloģija
archaioloģisks	arheoloģisks
archaiopteriks	arheopterikss
archaiski	arhaisks
archaisks	arhaisks
archaisms	arhaisms
archejs	radītājs,valdnieks
archi-	arhi-
archipelags	arhipelāgs
archipels	arhipelāgs
architektonika	arhitektonika
architektonisks	arhitektonisks
architekts	arhitekts
architektūra	arhitektūra
architekture	arhitektūra
archivālijas	arhivālijas
archonts	valdnieks,vadonis
arcobas	dambrete
ārcūka	ārtecis
ārdavains	irdens,čaugans
ārdavas-1	trokšņošana,klaigāšana,ārdīšanās
ārdavīgs	lielisks
ārdavs-1	ērts,plūstošs,skaidrs,irdens,čaugans
ārde	ārds
ārdelēt	rūdīt,norūdīt
ārdens	veikls,izveicīgs,manīgs,irdens,čaugans
